,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Auto_Loan,Debt_Consolidation_Loan
102,21,Architect,14550.52,1392.54,7,10,25.0,9,"Personal Loan, Not Specified, Home Equity Loan, Home Equity Loan, Personal Loan, Auto Loan, Home Equity Loan, Auto Loan,  Personal Loan",43,19,23.08,6,Bad,4444.99,32.0825,10 Years and 5 Months,Yes,95.91,105.3175,Low_spent_Large_value_payments,214.2775,Poor,2,0
103,27,Lawyer,34819.83,2689.65,7,3,10.0,1,Student Loan,18,12,8.69,1,Standard,905.89,33.56625,18 Years and 3 Months,Yes,22.8,160.38,High_spent_Small_value_payments,367.87375,Standard,0,0
104,27,Teacher,70099.04,5837.9325,1,1,10.0,3,"Mortgage Loan, Personal Loan,  Student Loan",4,6,9.85,1,Good,498.61,33.905,23 Years and 9 Months,No,372.5775,273.5875,High_spent_Small_value_payments,505.4875,Good,0,0
105,19,Media_Manager,14527.45,964.62,3,3,4.0,4,"Debt Consolidation Loan, Student Loan, Auto Loan,  Home Equity Loan",15,3,6.31,1,Good,321.05,28.625,19 Years and 3 Months,No,41.7,56.22,Low_spent_Small_value_payments,276.1225,Good,1,1
106,34,Engineer,29902.22,2230.85,6,3,12.0,3,"Payday Loan, Personal Loan,  Student Loan",8,11,10.945,0,Standard,533.71,32.5225,19 Years and 8 Months,Yes,66.21,151.9225,Low_spent_Small_value_payments,276.20375,Standard,0,0
107,48,Manager,16523.74,1516.98,1,4,1.0,4,"Student Loan, Credit-Builder Loan, Payday Loan,  Home Equity Loan",7,7,10.435,4,Good,455.49,31.815,25 Years and 4 Months,No,52.22,81.76625,Low_spent_Small_value_payments,273.36875,Good,0,0
108,53,Architect,36817.94,3198.16,5,4,5.0,3,"Home Equity Loan, Auto Loan,  Mortgage Loan",8,6,4.355,2,Good,1019.46,29.7525,16 Years and 7 Months,No,86.81,153.77,Low_spent_Medium_value_payments,346.7375,Good,1,0
109,24,Mechanic,11731.58,828.63,8,3,6.0,2,"Credit-Builder Loan,  Student Loan",14,9,7.355,1,Standard,289.73,31.2075,18 Years and 7 Months,Yes,15.36,41.7725,High_spent_Small_value_payments,291.66125,Standard,0,0
110,41,Scientist,87538.24,7020.356250000001,2,4,3.0,0,No Loan,11,5,4.975,2,Good,41.82,32.5725,24 Years and 8 Months,No,0.0,292.63875,High_spent_Large_value_payments,680.09875,Good,0,0
111,34,Musician,44986.55,3689.88,5,4,11.0,1,Credit-Builder Loan,1,1,9.135,0,Good,753.21,31.48875,19 Years and 5 Months,No,23.27,122.6675,High_spent_Small_value_payments,479.3025,Good,0,0
112,23,Entrepreneur,62835.08,5464.26,0,4,1.0,2,"Home Equity Loan,  Debt Consolidation Loan",9,12,2.52,3,Good,306.85,35.33625,32 Years and 8 Months,No,67.38,196.45625,Low_spent_Medium_value_payments,548.68125,Good,0,1
113,34,Journalist,14867.69,1005.97,9,9,18.0,6,"Debt Consolidation Loan, Student Loan, Personal Loan, Credit-Builder Loan, Auto Loan,  Debt Consolidation Loan",39,14,19.25,8,Standard,2344.06,31.95375,16 Years and 7 Months,Yes,55.46,63.71625,Low_spent_Medium_value_payments,252.66875,Poor,1,2
114,30,Lawyer,38735.57,3187.96,2,4,3.0,2,"Payday Loan,  Debt Consolidation Loan",14,11,8.185,2,Good,800.94,33.89125,16 Years and 10 Months,No,43.94,121.9275,Low_spent_Small_value_payments,415.425,Good,0,1
115,45,Writer,18829.82,1578.15,8,8,24.0,4,"Mortgage Loan, Personal Loan, Payday Loan,  Debt Consolidation Loan",21,7,12.235,11,Standard,1752.02,27.35375,8 Years and 6 Months,Yes,34.91,137.77,Low_spent_Small_value_payments,274.56,Poor,0,1
116,33,Developer,19506.73,1491.56,9,7,22.0,6,"Personal Loan, Debt Consolidation Loan, Student Loan, Auto Loan, Student Loan,  Mortgage Loan",47,15,2.69,11,Bad,1594.83,29.38875,14 Years and 3 Months,Yes,59.13,130.34875,Low_spent_Medium_value_payments,247.34125,Poor,1,1
117,15,Scientist,29135.38,2138.95,10,7,21.0,9,"Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Not Specified, Not Specified, Personal Loan,  Payday Loan",17,23,7.539999999999999,7,Bad,1833.81,33.675000000000004,8 Years and 10 Months,Yes,201.0,118.6325,Low_spent_Small_value_payments,166.7625,Poor,0,0
118,26,Lawyer,18743.08,1330.92,2,7,4.0,4,"Home Equity Loan, Not Specified, Not Specified,  Personal Loan",7,13,9.835,0,Good,183.15,29.0375,22 Years and 2 Months,No,57.8,111.89875,Low_spent_Small_value_payments,248.39125,Good,0,0
119,18,Engineer,20143.27,1550.61,10,8,27.0,2,"Not Specified,  Credit-Builder Loan",44,14,11.19,12,Standard,1693.73,32.57125,10 Years and 3 Months,Yes,30.36,97.37375,Low_spent_Large_value_payments,308.5775,Poor,0,0
120,41,Architect,33209.27,2954.44,1,6,8.0,2,"Debt Consolidation Loan,  Not Specified",23,3,10.99,4,Good,743.65,35.79375,16 Years and 10 Months,No,54.26,182.345,Low_spent_Medium_value_payments,330.70375,Poor,0,1
121,31,Architect,128494.52,10580.88,4,4,9.0,2,"Student Loan,  Mortgage Loan",0,3,9.33,3,Good,722.25,33.83,28 Years and 1 Months,No,176.9,637.77875,High_spent_Large_value_payments,846.71,Standard,0,0
122,52,Manager,11421.51,1030.79,5,3,14.0,3,"Student Loan, Payday Loan,  Home Equity Loan",16,15,16.845,5,Standard,1278.12,29.1125,29 Years and 7 Months,Yes,20.89,71.39375,High_spent_Small_value_payments,290.14,Standard,0,0
123,47,Entrepreneur,36346.13,3188.84,8,6,11.0,3,"Credit-Builder Loan, Home Equity Loan,  Auto Loan",21,18,10.54,4,Good,1252.46,30.2975,21 Years and 7 Months,No,89.06,194.91125,Low_spent_Small_value_payments,303.66,Good,1,0
124,23,Media_Manager,18231.52,1448.29,6,5,15.0,9,"Student Loan, Auto Loan, Student Loan, Debt Consolidation Loan, Not Specified, Payday Loan, Auto Loan, Auto Loan,  Payday Loan",35,16,1.83,7,Bad,1358.96,32.4275,14 Years and 10 Months,Yes,86.61,105.30375,High_spent_Large_value_payments,232.91625,Poor,3,1
125,38,Journalist,30739.3,2298.61,4,4,13.0,6,"Student Loan, Personal Loan, Payday Loan, Payday Loan, Student Loan,  Student Loan",14,8,16.45,4,Standard,1365.58,28.07125,17 Years and 8 Months,Yes,135.24,112.995,Low_spent_Large_value_payments,238.66875,Standard,0,0
126,16,Developer,14937.49,1142.79,8,8,22.0,7,"Student Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Home Equity Loan,  Student Loan",43,14,24.17,7,Bad,3699.44,30.0575,13 Years and 2 Months,Yes,50.96,101.8775,Low_spent_Small_value_payments,241.4425,Standard,0,1
127,50,Entrepreneur,42112.56,3511.38,5,6,9.0,4,"Not Specified, Auto Loan, Personal Loan,  Auto Loan",1,5,3.84,1,Good,1052.71,34.46875,16 Years and 3 Months,No,132.19,151.13125,Low_spent_Small_value_payments,330.31,Standard,2,0
128,23,Musician,64996.98,5215.41,3,5,12.0,2,"Not Specified,  Auto Loan",26,12,19.815,3,Standard,340.81,31.38875,31 Years and 10 Months,Yes,97.54,314.01625,High_spent_Medium_value_payments,428.71875,Standard,1,0
129,24,Scientist,28352.24,2385.69,4,4,7.0,3,"Personal Loan, Student Loan,  Mortgage Loan",4,0,8.77,0,Good,1085.7,31.08,16 Years and 4 Months,No,46.39,83.7525,Low_spent_Medium_value_payments,359.44375,Standard,0,0
130,14,Media_Manager,36228.2,2991.02,8,7,34.0,2,"Personal Loan,  Not Specified",28,17,18.07,4,Standard,1643.06,32.2525,18 Years and 2 Months,Yes,47.25,216.0525,Low_spent_Medium_value_payments,331.8725,Poor,0,0
131,31,Architect,7703.64,651.97,6,8,18.0,6,"Auto Loan, Home Equity Loan, Student Loan, Home Equity Loan, Home Equity Loan,  Student Loan",54,16,16.425,13,Bad,3044.94,32.79875,2 Years and 1 Months,Yes,32.08,51.3275,Low_spent_Small_value_payments,268.03875,Poor,1,0
132,32,Entrepreneur,22188.45,2006.04,1,5,3.0,1,Auto Loan,23,1,3.495,5,Good,1352.38,29.44375,15 Years and 10 Months,No,10.01,109.365,Low_spent_Small_value_payments,351.22625,Poor,1,0
133,32,Teacher,9529.85,688.15,9,8,26.0,3,"Not Specified, Payday Loan,  Auto Loan",50,18,7.2,8,Bad,1818.36,32.135000000000005,6 Years and 7 Months,Yes,12.01,32.5525,Low_spent_Small_value_payments,291.12875,Poor,1,0
134,28,Developer,16861.34,1453.11,2,6,2.0,3,"Mortgage Loan, Payday Loan,  Not Specified",1,5,11.77,2,Good,408.71,32.30625,23 Years and 1 Months,No,41.57,73.08375,Low_spent_Medium_value_payments,289.66375,Good,0,0
135,28,Developer,72503.56,5974.96,6,8,31.0,9,"Credit-Builder Loan, Not Specified, Student Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Student Loan, Not Specified,  Mortgage Loan",60,16,21.66,12,Bad,4205.6,33.93875,13 Years and 1 Months,Yes,362.85,169.28125,High_spent_Large_value_payments,325.36875,Poor,1,0
136,28,Entrepreneur,34132.87,2970.41,4,6,4.0,4,"Student Loan, Personal Loan, Not Specified,  Home Equity Loan",7,11,10.265,1,Good,187.64,30.2125,20 Years and 7 Months,No,100.08,161.27999999999997,High_spent_Large_value_payments,303.1775,Good,0,0
137,46,Scientist,38670.08,3459.51,4,5,3.0,1,Credit-Builder Loan,7,2,3.78,2,Good,632.29,33.145,22 Years and 1 Months,No,23.92,157.7175,High_spent_Small_value_payments,429.77,Standard,0,0
138,49,Entrepreneur,44955.64,3878.3,4,6,20.0,0,No Loan,24,9,15.95,3,Standard,766.63,35.23875,16 Years and 8 Months,Yes,0.0,186.1175,High_spent_Medium_value_payments,441.29375,Standard,0,0
139,35,Manager,32129.0,2514.42,3,7,10.0,2,"Personal Loan,  Student Loan",28,18,16.34,7,Standard,2554.25,29.82375,13 Years and 1 Months,Yes,35.0,120.92375,High_spent_Medium_value_payments,363.0175,Poor,0,0
140,21,Manager,42031.09,3762.59,2,1,8.0,3,"Not Specified, Debt Consolidation Loan,  Auto Loan",1,3,8.985,1,Good,83.55,33.865,16 Years and 8 Months,No,66.51,123.385,Low_spent_Small_value_payments,443.8675,Good,1,1
141,36,Architect,34710.6,3170.55,6,3,20.0,7,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Student Loan, Payday Loan, Not Specified,  Mortgage Loan",22,10,14.76,9,Standard,1462.53,31.575,14 Years and 5 Months,Yes,197.11,161.51875,High_spent_Medium_value_payments,260.4975,Standard,0,0
142,45,Architect,99337.28,8563.11,5,5,17.0,6,"Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan,  Auto Loan",14,10,13.01,5,Standard,255.82,32.11125,15 Years and 11 Months,Yes,338.65,322.72,High_spent_Large_value_payments,491.12,Standard,1,2
143,44,Scientist,49070.94,4128.25,8,4,18.0,3,"Student Loan, Payday Loan,  Payday Loan",13,14,13.435,8,Standard,1800.41,31.1325,5 Years and 4 Months,Yes,72.74,272.19,High_spent_Small_value_payments,349.58,Poor,0,0
144,22,Engineer,13762.45,910.87,7,6,13.0,5,"Personal Loan, Debt Consolidation Loan, Not Specified, Personal Loan,  Credit-Builder Loan",14,9,8.765,6,Standard,720.94,32.57,10 Years and 10 Months,Yes,46.74,54.42125,Low_spent_Small_value_payments,275.2025,Standard,0,1
145,19,Teacher,12416.06,1171.67,7,5,20.0,0,No Loan,19,15,8.6,7,Standard,899.73,34.12125,7 Years and 7 Months,Yes,0.0,99.585,Low_spent_Small_value_payments,309.84625,Standard,0,0
146,42,Doctor,15096.85,1033.07,8,6,20.0,4,"Home Equity Loan, Home Equity Loan, Home Equity Loan,  Payday Loan",18,20,8.76,6,Bad,1928.03,32.25625,16 Years and 8 Months,Yes,35.31,86.51875,Low_spent_Small_value_payments,258.975,Poor,0,0
147,17,Writer,8780.98,435.75,5,4,20.0,6,"Debt Consolidation Loan, Not Specified, Home Equity Loan, Not Specified, Student Loan,  Debt Consolidation Loan",17,8,14.57,4,Standard,851.71,35.32625,10 Years and 8 Months,Yes,36.75,31.465,High_spent_Small_value_payments,255.36375,Poor,0,2
148,43,Architect,10692.16,817.01,7,3,16.0,0,No Loan,16,11,10.29,4,Standard,1350.85,29.9625,31 Years and 5 Months,Yes,0.0,62.69875,Low_spent_Small_value_payments,298.015,Standard,0,0
149,54,Entrepreneur,33642.07,2509.51,7,3,12.0,2,"Debt Consolidation Loan,  Not Specified",22,7,4.14,4,Standard,696.57,31.595,22 Years and 4 Months,No,29.56,139.1925,Low_spent_Small_value_payments,351.13,Standard,0,1
150,33,Doctor,60938.13,5163.18,10,8,31.0,8,"Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan,  Credit-Builder Loan",23,18,17.49,9,Bad,3947.24,29.1325,4 Years and 10 Months,Yes,378.3,338.805,High_spent_Small_value_payments,233.56125,Poor,0,0
151,19,Mechanic,20232.11,1918.01,5,3,6.0,5,"Mortgage Loan, Payday Loan, Auto Loan, Not Specified,  Mortgage Loan",8,19,15.61,7,Standard,1104.6,31.44625,8 Years and 9 Months,Yes,48.66,111.93375,Low_spent_Small_value_payments,307.205,Standard,1,0
152,31,Teacher,75816.52,6291.04,6,9,22.0,5,"Not Specified, Not Specified, Student Loan, Mortgage Loan,  Home Equity Loan",20,23,26.975,9,Bad,2555.9,33.4375,5 Years and 8 Months,Yes,158.16,344.43875,Low_spent_Small_value_payments,429.91875,Poor,0,0
153,30,Architect,10455.88,729.32,6,5,12.0,3,"Personal Loan, Payday Loan,  Credit-Builder Loan",11,19,11.71,0,Good,83.16,33.42625,22 Years and 8 Months,No,25.75,41.17125,Low_spent_Small_value_payments,288.51375,Good,0,0
154,45,Manager,57738.06,4881.51,9,8,30.0,9,"Payday Loan, Personal Loan, Payday Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Student Loan, Credit-Builder Loan,  Payday Loan",61,23,19.52,11,Bad,3916.47,29.04,13 Years and 1 Months,Yes,296.28,293.75875,Low_spent_Medium_value_payments,289.1925,Poor,0,0
155,49,Lawyer,102080.46,8299.7,5,6,10.0,4,"Personal Loan, Debt Consolidation Loan, Mortgage Loan,  Debt Consolidation Loan",16,14,10.045,1,Standard,89.98,29.59625,23 Years and 10 Months,Yes,223.4,294.74,High_spent_Small_value_payments,565.58125,Standard,0,2
156,23,Entrepreneur,95933.68,7860.47,4,5,15.0,7,"Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, Not Specified,  Payday Loan",18,9,17.62,5,Standard,129.15,33.8075,7 Years and 7 Months,Yes,361.87,352.95375,High_spent_Medium_value_payments,475.26875,Standard,0,1
157,23,Mechanic,78094.28,6755.86,10,7,15.0,5,"Personal Loan, Not Specified, Home Equity Loan, Home Equity Loan,  Auto Loan",62,19,6.295,8,Bad,1695.41,31.645,19 Years and 1 Months,Yes,270.64,291.7475,High_spent_Medium_value_payments,436.28875,Poor,1,0
158,24,Manager,18158.33,1325.19,7,9,25.0,4,"Home Equity Loan, Debt Consolidation Loan, Personal Loan,  Debt Consolidation Loan",28,15,16.395,11,Bad,1401.91,32.05875,17 Years and 1 Months,Yes,39.77,132.85375,Low_spent_Small_value_payments,248.65,Poor,0,2
159,37,Media_Manager,26450.59,2079.22,5,6,20.0,4,"Debt Consolidation Loan, Home Equity Loan, Auto Loan,  Home Equity Loan",24,18,11.675,0,Standard,952.9,30.19375,28 Years and 1 Months,No,73.67,129.6725,High_spent_Medium_value_payments,273.32875,Standard,1,1
160,43,Doctor,103092.27,8311.02,3,6,10.0,4,"Not Specified, Credit-Builder Loan, Debt Consolidation Loan,  Student Loan",22,12,12.53,4,Standard,300.65,32.12625,13 Years and 1 Months,Yes,328.6,325.6375,Low_spent_Medium_value_payments,534.59625,Standard,0,1
161,43,Media_Manager,44822.21,3555.18,1,4,2.0,4,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan,  Debt Consolidation Loan",13,6,1.655,0,Good,730.64,31.10375,23 Years and 7 Months,No,135.04,241.4675,High_spent_Large_value_payments,283.625,Standard,0,2
162,36,Manager,33799.36,2944.61,5,3,19.0,4,"Personal Loan, Not Specified, Mortgage Loan,  Personal Loan",14,12,16.975,5,Standard,173.76,33.085,6 Years and 4 Months,Yes,75.1,158.21,Low_spent_Small_value_payments,323.705,Standard,0,0
163,17,Writer,67104.12,5829.01,9,9,19.0,5,"Student Loan, Not Specified, Payday Loan, Not Specified,  Auto Loan",24,22,22.04,7,Bad,4635.75,32.2775,1 Years and 2 Months,Yes,265.02,292.09375,High_spent_Medium_value_payments,379.3125,Standard,1,0
164,28,Doctor,15906.4,1350.53,9,10,21.0,8,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Student Loan, Student Loan, Home Equity Loan, Credit-Builder Loan,  Not Specified",22,20,27.86,6,Bad,3167.74,28.9925,10 Years and 4 Months,Yes,91.89,82.1225,Low_spent_Small_value_payments,239.24125,Poor,0,1
165,33,Engineer,15717.27,1253.3025,1,5,8.0,1,Credit-Builder Loan,3,8,7.03,1,Good,1020.27,32.7225,30 Years and 10 Months,No,47.375,86.1375,Low_spent_Large_value_payments,293.89625,Good,0,0
166,50,Entrepreneur,97976.08,8136.67,8,6,12.0,2,"Mortgage Loan,  Credit-Builder Loan",15,9,5.78,4,Standard,1113.49,35.35,27 Years and 8 Months,Yes,115.09,395.63375,Low_spent_Medium_value_payments,665.61875,Standard,0,0
167,48,Manager,85760.85,7172.74,2,6,5.0,4,"Student Loan, Home Equity Loan, Home Equity Loan,  Credit-Builder Loan",16,2,10.92,1,Good,695.2,32.191250000000004,30 Years and 8 Months,No,171.43,358.975,Low_spent_Medium_value_payments,450.61875,Poor,0,0
168,38,Writer,45188.52,3868.71,9,10,22.0,7,"Home Equity Loan, Student Loan, Home Equity Loan, Student Loan, Mortgage Loan, Home Equity Loan,  Home Equity Loan",44,20,10.45,8,Standard,1960.28,32.52875,14 Years and 10 Months,Yes,154.36,126.355,High_spent_Small_value_payments,361.1575,Poor,0,0
169,29,Developer,20521.36,1721.11,9,7,17.0,3,"Personal Loan, Payday Loan,  Mortgage Loan",21,10,11.065,8,Standard,1896.78,29.24875,10 Years and 3 Months,Yes,42.15,78.12125,Low_spent_Small_value_payments,312.07,Poor,0,0
170,41,Accountant,9795.07,586.26,7,8,29.0,6,"Debt Consolidation Loan, Auto Loan, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan,  Payday Loan",62,17,4.01,14,Bad,2065.27,31.8825,5 Years and 4 Months,Yes,42.61,43.59,Low_spent_Small_value_payments,259.9325,Poor,1,3
171,40,Accountant,21384.94,1646.08,4,4,15.0,2,"Credit-Builder Loan,  Debt Consolidation Loan",21,14,14.87,5,Standard,691.53,33.99875,26 Years and 5 Months,Yes,22.1,91.32,Low_spent_Medium_value_payments,309.84625,Standard,0,1
172,28,Scientist,62320.56,5068.38,9,9,18.0,5,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan,  Debt Consolidation Loan",22,15,17.74,14,Bad,3589.56,34.1525,1 Years and 4 Months,Yes,171.35,284.05375000000004,High_spent_Medium_value_payments,428.78,Standard,1,2
173,35,Developer,31754.27,2541.19,1,3,11.0,4,"Mortgage Loan, Payday Loan, Mortgage Loan,  Payday Loan",10,2,6.435,4,Good,647.94,28.25125,18 Years and 10 Months,No,76.54,187.45625,Low_spent_Small_value_payments,260.62125000000003,Good,0,0
174,42,Architect,46874.85,4082.24,9,5,15.0,2,"Payday Loan,  Personal Loan",50,21,8.875,9,Bad,1913.66,35.35125,17 Years and 4 Months,Yes,70.54,233.11375,Low_spent_Small_value_payments,373.31875,Poor,0,0
175,14,Doctor,38980.76,3172.4,8,8,25.0,9,"Home Equity Loan, Not Specified, Personal Loan, Personal Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Mortgage Loan,  Personal Loan",23,16,15.93,10,Bad,2927.1,31.44375,3 Years and 5 Months,Yes,167.54,133.93375,Low_spent_Medium_value_payments,268.92,Standard,0,1
176,41,Scientist,45675.0,3635.25,8,5,28.0,4,"Home Equity Loan, Personal Loan, Mortgage Loan,  Mortgage Loan",18,13,11.26,8,Standard,1771.8,33.29875,5 Years and 10 Months,Yes,134.27,277.20125,High_spent_Small_value_payments,305.55125,Poor,0,0
177,43,Mechanic,68898.0,5588.5,7,4,11.0,0,No Loan,24,15,6.3,4,Standard,312.14,35.005,27 Years and 7 Months,No,0.0,258.69875,High_spent_Small_value_payments,566.40125,Standard,0,0
178,25,Writer,59237.96,4693.5,10,7,18.0,8,"Auto Loan, Payday Loan, Payday Loan, Payday Loan, Not Specified, Mortgage Loan, Not Specified,  Not Specified",19,22,2.3,13,Bad,1593.75,32.18125,12 Years and 9 Months,Yes,319.16,280.455,High_spent_Medium_value_payments,193.7825,Poor,1,0
179,45,Manager,87876.27,7232.02,4,5,15.0,0,No Loan,9,15,8.85,4,Standard,502.29,37.23125,22 Years and 4 Months,Yes,0.0,298.02125,High_spent_Medium_value_payments,690.18125,Standard,0,0
180,34,Doctor,26342.91,1949.24,6,7,7.0,1,Credit-Builder Loan,18,15,17.6,2,Standard,397.9,30.3775,21 Years and 5 Months,Yes,21.58,92.17375,High_spent_Small_value_payments,347.15125,Standard,0,0
181,18,Manager,128450.32,10943.19,1,5,4.0,3,"Home Equity Loan, Student Loan,  Personal Loan",7,2,6.66,4,Good,23.79,32.22625,30 Years and 2 Months,No,161.49,355.59625,High_spent_Large_value_payments,821.04375,Good,0,0
182,51,Writer,106876.77,9149.4,4,5,12.0,1,Not Specified,17,19,8.365,3,Good,356.07,36.5975,28 Years and 10 Months,No,62.24,371.745,High_spent_Medium_value_payments,735.95125,Good,0,0
183,30,Writer,79005.0,6860.75,5,7,20.0,2,"Not Specified,  Student Loan",11,12,5.74,5,Standard,876.69,35.60875,26 Years and 9 Months,No,68.5,283.30375,High_spent_Medium_value_payments,599.275,Good,0,0
184,43,Engineer,9203.73,1048.98,10,5,18.0,7,"Student Loan, Mortgage Loan, Not Specified, Home Equity Loan, Auto Loan, Student Loan,  Debt Consolidation Loan",37,21,2.175,10,Bad,2338.29,27.815,8 Years and 1 Months,Yes,31.5,80.73375,High_spent_Small_value_payments,270.16625,Poor,1,1
185,46,Media_Manager,138613.48,11706.12,7,5,10.0,3,"Personal Loan, Personal Loan,  Personal Loan",22,20,3.24,4,Standard,768.69,34.255,17 Years and 3 Months,No,182.18,436.085,High_spent_Large_value_payments,922.4425,Standard,0,0
186,45,Developer,68105.6,5636.47,8,8,19.0,5,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan,  Credit-Builder Loan",23,24,25.8,12,Bad,2867.7,32.825,2 Years and 0 Months,Yes,279.08,228.36375,High_spent_Large_value_payments,321.19625,Poor,0,0
187,19,Mechanic,19858.97,1663.91,10,6,24.0,3,"Mortgage Loan, Personal Loan,  Home Equity Loan",33,22,1.33,8,Bad,1689.38,31.725,12 Years and 9 Months,Yes,47.78,59.31875,Low_spent_Small_value_payments,321.78875,Poor,0,0
188,27,Accountant,35823.96,2937.33,6,8,22.0,5,"Not Specified, Personal Loan, Auto Loan, Not Specified,  Debt Consolidation Loan",39,17,7.35,8,Bad,3029.92,34.57625,9 Years and 2 Months,Yes,112.44,141.665,Low_spent_Medium_value_payments,305.88375,Poor,1,1
189,19,Mechanic,8658.18,637.51,10,7,22.0,7,"Payday Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Not Specified, Debt Consolidation Loan,  Student Loan",19,20,6.805,13,Bad,2599.69,33.3475,6 Years and 10 Months,Yes,36.7,60.056250000000006,Low_spent_Small_value_payments,253.3375,Poor,0,2
190,49,Entrepreneur,160573.56,13293.13,1,2,8.0,1,Mortgage Loan,11,5,3.26,3,Good,551.26,35.265,19 Years and 3 Months,No,121.18,554.03625,High_spent_Medium_value_payments,910.68375,Good,0,0
